customer_id,first_name,last_name,email,phone,signup_date,region,country
CUST_00283,Rahul,Williams,rahul.williams35@example.com,12172337636,2025-10-31,Central,UK
CUST_00284,Olivia,Das,olivia.das65@example.com,919926882203,2025-07-12,Central,India
CUST_00285,Michael,Patel,michael.patel53@example.com,18320245904,2025-11-11,South,Canada
CUST_00286,Neha,Das,neha.das38@example.com,917019345690,2025-03-26,North,India
CUST_00287,Olivia,Smith,olivia.smith61@example.com,13558170047,2025-12-08,West,Canada
CUST_00288,Neha,Singh,neha.singh95@example.com,917693280819,2026-01-15,South,India
CUST_00289,Priya,Gupta,priya.gupta35@example.com,918737571739,2025-08-24,Central,India
CUST_00290,Amit,Brown,amit.brown69@example.com,917617775067,2025-10-13,South,India
CUST_00291,Priya,Williams,priya.williams95@example.com,917986571705,2026-02-18,Central,India
CUST_00292,Rahul,Verma,rahul.verma21@example.com,14381041915,2025-05-25,North,Canada
CUST_00293,Vijay,Johnson,vijay.johnson94@example.com,919456035050,2025-10-10,Central,India
CUST_00294,Sarah,Sharma,sarah.sharma56@example.com,15946204858,2026-01-13,North,Canada
CUST_00295,Neha,Miller,neha.miller13@example.com,919522489259,2025-09-03,West,India
CUST_00296,John,Patel,john.patel80@example.com,19281114823,2025-07-02,West,Canada
CUST_00297,Isabella,Davis,isabella.davis73@example.com,15246588831,2025-02-14,Central,UK
CUST_00298,Sophia,Das,sophia.das77@example.com,17011420099,2026-05-01,Central,Canada
CUST_00299,Sophia,Miller,sophia.miller82@example.com,17352539878,2025-06-05,Central,Canada
CUST_00300,John,Wilson,john.wilson31@example.com,918556616107,2026-03-22,South,India
CUST_00301,Emma,Brown,emma.brown50@example.com,18501668681,2026-01-26,West,UK
CUST_00302,Priya,Sharma,priya.sharma36@example.com,919205732422,2025-08-17,East,India
CUST_00303,Priya,Das,priya.das97@example.com,918075523080,2025-11-10,West,India
CUST_00304,Anjali,Das,anjali.das83@example.com,919344380936,2025-11-07,East,India
CUST_00305,James,Williams,james.williams27@example.com,919167005144,2025-07-22,North,India
CUST_00306,Amit,Williams,amit.williams30@example.com,918536913356,2026-04-20,North,India
CUST_00307,Vijay,Verma,vijay.verma60@example.com,15115125968,2025-09-24,East,UK
CUST_00308,John,Johnson,john.johnson38@example.com,919776987382,2026-03-10,North,India
CUST_00309,Vijay,Das,vijay.das29@example.com,919717645260,2025-11-06,North,India
CUST_00310,Sarah,Smith,sarah.smith93@example.com,919582495992,2026-02-07,West,India
CUST_00311,Sophia,Williams,sophia.williams70@example.com,917478583605,2025-03-31,East,India
CUST_00312,Michael,Brown,michael.brown87@example.com,919905341896,2025-10-12,Central,India
CUST_00313,Rahul,Davis,rahul.davis51@example.com,919213640226,2025-04-17,West,India
CUST_00314,Sophia,Gupta,sophia.gupta48@example.com,919931306773,2025-01-26,Central,India
CUST_00315,Isabella,Singh,isabella.singh56@example.com,919908252236,2025-03-29,North,India
CUST_00316,Neha,Wilson,neha.wilson12@example.com,18064110334,2026-04-18,South,Canada
CUST_00317,Emma,Patel,emma.patel24@example.com,918784808412,2025-03-04,West,India
CUST_00318,Neha,Jones,neha.jones86@example.com,919175653702,2026-03-23,West,India
CUST_00319,Amit,Williams,amit.williams94@example.com,919074331163,2025-07-24,East,India
CUST_00320,Rahul,Davis,rahul.davis49@example.com,13913965853,2026-02-14,Central,USA
CUST_00321,Anjali,Brown,anjali.brown18@example.com,17445005753,2026-05-05,Central,Canada
